wine_type,row_index,quality,y_order,repeat_id,fold_id,split
white,4650,5,3,1,3,inner_fit
white,4651,7,5,1,3,inner_fit
white,4652,5,3,1,3,inner_fit
white,4653,7,5,1,3,test
white,4654,7,5,1,3,validation
white,4655,7,5,1,3,inner_fit
white,4656,7,5,1,3,validation
white,4657,7,5,1,3,inner_fit
white,4658,6,4,1,3,inner_fit
white,4659,6,4,1,3,validation
white,4660,6,4,1,3,inner_fit
white,4661,5,3,1,3,validation
white,4662,6,4,1,3,inner_fit
white,4663,7,5,1,3,test
white,4664,7,5,1,3,test
white,4665,6,4,1,3,inner_fit
white,4666,5,3,1,3,inner_fit
white,4667,7,5,1,3,test
white,4668,7,5,1,3,inner_fit
white,4669,5,3,1,3,inner_fit
white,4670,6,4,1,3,validation
white,4671,5,3,1,3,inner_fit
white,4672,5,3,1,3,inner_fit
white,4673,7,5,1,3,inner_fit
white,4674,7,5,1,3,inner_fit
white,4675,6,4,1,3,inner_fit
white,4676,6,4,1,3,inner_fit
white,4677,7,5,1,3,validation
white,4678,6,4,1,3,inner_fit
white,4679,5,3,1,3,test
white,4680,4,2,1,3,inner_fit
white,4681,6,4,1,3,test
white,4682,6,4,1,3,inner_fit
white,4683,6,4,1,3,inner_fit
white,4684,6,4,1,3,inner_fit
white,4685,5,3,1,3,inner_fit
white,4686,4,2,1,3,test
white,4687,6,4,1,3,inner_fit
white,4688,6,4,1,3,inner_fit
white,4689,6,4,1,3,inner_fit
white,4690,6,4,1,3,inner_fit
white,4691,7,5,1,3,validation
white,4692,5,3,1,3,test
white,4693,6,4,1,3,validation
white,4694,7,5,1,3,test
white,4695,7,5,1,3,inner_fit
white,4696,6,4,1,3,test
white,4697,7,5,1,3,inner_fit
white,4698,6,4,1,3,inner_fit
white,4699,5,3,1,3,inner_fit
white,4700,5,3,1,3,test
white,4701,6,4,1,3,inner_fit
white,4702,6,4,1,3,test
white,4703,7,5,1,3,inner_fit
white,4704,6,4,1,3,inner_fit
white,4705,6,4,1,3,validation
white,4706,7,5,1,3,validation
white,4707,6,4,1,3,inner_fit
white,4708,6,4,1,3,inner_fit
white,4709,6,4,1,3,inner_fit
white,4710,7,5,1,3,test
white,4711,6,4,1,3,inner_fit
white,4712,6,4,1,3,inner_fit
white,4713,6,4,1,3,validation
white,4714,7,5,1,3,inner_fit
white,4715,6,4,1,3,inner_fit
white,4716,6,4,1,3,inner_fit
white,4717,6,4,1,3,validation
white,4718,6,4,1,3,test
white,4719,6,4,1,3,inner_fit
white,4720,5,3,1,3,inner_fit
white,4721,6,4,1,3,inner_fit
white,4722,6,4,1,3,inner_fit
white,4723,6,4,1,3,inner_fit
white,4724,6,4,1,3,inner_fit
white,4725,6,4,1,3,inner_fit
white,4726,6,4,1,3,test
white,4727,6,4,1,3,inner_fit
white,4728,6,4,1,3,inner_fit
white,4729,5,3,1,3,inner_fit
white,4730,5,3,1,3,test
white,4731,6,4,1,3,inner_fit
white,4732,6,4,1,3,inner_fit
white,4733,6,4,1,3,validation
white,4734,6,4,1,3,validation
white,4735,6,4,1,3,inner_fit
white,4736,6,4,1,3,validation
white,4737,7,5,1,3,inner_fit
white,4738,6,4,1,3,validation
white,4739,6,4,1,3,inner_fit
white,4740,5,3,1,3,inner_fit
white,4741,6,4,1,3,inner_fit
white,4742,6,4,1,3,inner_fit
white,4743,5,3,1,3,inner_fit
white,4744,5,3,1,3,inner_fit
white,4745,3,1,1,3,inner_fit
white,4746,6,4,1,3,inner_fit
white,4747,6,4,1,3,inner_fit
white,4748,5,3,1,3,inner_fit
white,4749,6,4,1,3,inner_fit
white,4750,5,3,1,3,validation
white,4751,6,4,1,3,inner_fit
white,4752,7,5,1,3,inner_fit
white,4753,6,4,1,3,test
white,4754,6,4,1,3,inner_fit
white,4755,6,4,1,3,inner_fit
white,4756,7,5,1,3,validation
white,4757,7,5,1,3,validation
white,4758,6,4,1,3,validation
white,4759,6,4,1,3,inner_fit
white,4760,6,4,1,3,inner_fit
white,4761,6,4,1,3,inner_fit
white,4762,7,5,1,3,test
white,4763,7,5,1,3,inner_fit
white,4764,6,4,1,3,inner_fit
white,4765,8,6,1,3,inner_fit
white,4766,8,6,1,3,test
white,4767,7,5,1,3,inner_fit
white,4768,6,4,1,3,inner_fit
white,4769,6,4,1,3,inner_fit
white,4770,6,4,1,3,validation
white,4771,6,4,1,3,validation
white,4772,5,3,1,3,validation
white,4773,7,5,1,3,inner_fit
white,4774,4,2,1,3,inner_fit
white,4775,6,4,1,3,inner_fit
white,4776,6,4,1,3,inner_fit
white,4777,6,4,1,3,inner_fit
white,4778,6,4,1,3,validation
white,4779,4,2,1,3,inner_fit
white,4780,5,3,1,3,test
white,4781,5,3,1,3,inner_fit
white,4782,6,4,1,3,inner_fit
white,4783,6,4,1,3,test
white,4784,5,3,1,3,inner_fit
white,4785,7,5,1,3,test
white,4786,8,6,1,3,inner_fit
white,4787,8,6,1,3,inner_fit
white,4788,5,3,1,3,inner_fit
white,4789,6,4,1,3,inner_fit
white,4790,6,4,1,3,inner_fit
white,4791,6,4,1,3,inner_fit
white,4792,6,4,1,3,test
white,4793,6,4,1,3,inner_fit
white,4794,5,3,1,3,inner_fit
white,4795,7,5,1,3,validation
white,4796,7,5,1,3,validation
white,4797,6,4,1,3,validation
white,4798,5,3,1,3,inner_fit
white,4799,6,4,1,3,inner_fit
white,4800,7,5,1,3,test
white,4801,7,5,1,3,test
white,4802,8,6,1,3,test
white,4803,7,5,1,3,inner_fit
white,4804,4,2,1,3,validation
white,4805,6,4,1,3,inner_fit
white,4806,6,4,1,3,test
white,4807,6,4,1,3,test
white,4808,5,3,1,3,inner_fit
white,4809,6,4,1,3,inner_fit
white,4810,5,3,1,3,validation
white,4811,6,4,1,3,inner_fit
white,4812,7,5,1,3,inner_fit
white,4813,5,3,1,3,test
white,4814,6,4,1,3,inner_fit
white,4815,7,5,1,3,inner_fit
white,4816,6,4,1,3,test
white,4817,6,4,1,3,inner_fit
white,4818,6,4,1,3,inner_fit
white,4819,6,4,1,3,test
white,4820,5,3,1,3,test
white,4821,6,4,1,3,test
white,4822,6,4,1,3,validation
white,4823,7,5,1,3,test
white,4824,5,3,1,3,validation
white,4825,6,4,1,3,inner_fit
white,4826,6,4,1,3,validation
white,4827,6,4,1,3,test
white,4828,5,3,1,3,inner_fit
white,4829,7,5,1,3,inner_fit
white,4830,6,4,1,3,inner_fit
white,4831,6,4,1,3,inner_fit
white,4832,5,3,1,3,inner_fit
white,4833,6,4,1,3,test
white,4834,7,5,1,3,inner_fit
white,4835,6,4,1,3,inner_fit
white,4836,5,3,1,3,validation
white,4837,6,4,1,3,inner_fit
white,4838,6,4,1,3,inner_fit
white,4839,4,2,1,3,test
white,4840,7,5,1,3,inner_fit
white,4841,6,4,1,3,inner_fit
white,4842,6,4,1,3,inner_fit
white,4843,5,3,1,3,validation
white,4844,6,4,1,3,validation
white,4845,5,3,1,3,inner_fit
white,4846,6,4,1,3,validation
white,4847,7,5,1,3,test
white,4848,6,4,1,3,validation
white,4849,5,3,1,3,inner_fit
white,4850,6,4,1,3,inner_fit
white,4851,5,3,1,3,inner_fit
white,4852,5,3,1,3,validation
white,4853,5,3,1,3,test
white,4854,6,4,1,3,inner_fit
white,4855,6,4,1,3,validation
white,4856,6,4,1,3,inner_fit
white,4857,6,4,1,3,test
white,4858,5,3,1,3,inner_fit
white,4859,6,4,1,3,inner_fit
white,4860,6,4,1,3,test
white,4861,6,4,1,3,test
white,4862,6,4,1,3,inner_fit
white,4863,7,5,1,3,inner_fit
white,4864,5,3,1,3,test
white,4865,6,4,1,3,inner_fit
white,4866,6,4,1,3,inner_fit
white,4867,6,4,1,3,validation
white,4868,6,4,1,3,test
white,4869,6,4,1,3,inner_fit
white,4870,7,5,1,3,validation
white,4871,6,4,1,3,inner_fit
white,4872,5,3,1,3,validation
white,4873,6,4,1,3,inner_fit
white,4874,6,4,1,3,validation
white,4875,6,4,1,3,validation
white,4876,7,5,1,3,inner_fit
white,4877,5,3,1,3,validation
white,4878,4,2,1,3,inner_fit
white,4879,6,4,1,3,validation
white,4880,6,4,1,3,test
white,4881,6,4,1,3,inner_fit
white,4882,5,3,1,3,inner_fit
white,4883,6,4,1,3,inner_fit
white,4884,5,3,1,3,inner_fit
white,4885,6,4,1,3,validation
white,4886,7,5,1,3,inner_fit
white,4887,7,5,1,3,validation
white,4888,5,3,1,3,inner_fit
white,4889,6,4,1,3,inner_fit
white,4890,6,4,1,3,inner_fit
white,4891,6,4,1,3,inner_fit
white,4892,5,3,1,3,inner_fit
white,4893,6,4,1,3,test
white,4894,5,3,1,3,inner_fit
white,4895,6,4,1,3,inner_fit
white,4896,7,5,1,3,test
white,4897,6,4,1,3,inner_fit
white,0,6,4,1,4,inner_fit
white,1,6,4,1,4,inner_fit
white,2,6,4,1,4,test
white,3,6,4,1,4,validation
white,4,6,4,1,4,validation
white,5,6,4,1,4,test
white,6,6,4,1,4,test
white,7,6,4,1,4,inner_fit
white,8,6,4,1,4,test
white,9,6,4,1,4,test
white,10,5,3,1,4,inner_fit
white,11,5,3,1,4,inner_fit
white,12,5,3,1,4,inner_fit
white,13,7,5,1,4,inner_fit
white,14,5,3,1,4,inner_fit
white,15,7,5,1,4,validation
white,16,6,4,1,4,test
white,17,8,6,1,4,test
white,18,6,4,1,4,inner_fit
white,19,5,3,1,4,test
white,20,8,6,1,4,test
white,21,7,5,1,4,validation
white,22,8,6,1,4,inner_fit
white,23,5,3,1,4,test
white,24,6,4,1,4,test
white,25,6,4,1,4,inner_fit
white,26,6,4,1,4,inner_fit
white,27,6,4,1,4,test
white,28,6,4,1,4,test
white,29,7,5,1,4,inner_fit
white,30,6,4,1,4,test
white,31,6,4,1,4,test
white,32,6,4,1,4,inner_fit
white,33,6,4,1,4,inner_fit
white,34,5,3,1,4,inner_fit
white,35,5,3,1,4,inner_fit
white,36,5,3,1,4,validation
white,37,6,4,1,4,validation
white,38,5,3,1,4,inner_fit
white,39,5,3,1,4,inner_fit
white,40,6,4,1,4,inner_fit
white,41,6,4,1,4,validation
white,42,6,4,1,4,inner_fit
white,43,6,4,1,4,inner_fit
white,44,6,4,1,4,inner_fit
white,45,7,5,1,4,test
white,46,4,2,1,4,inner_fit
white,47,5,3,1,4,inner_fit
white,48,6,4,1,4,inner_fit
white,49,5,3,1,4,validation
white,50,6,4,1,4,inner_fit
white,51,7,5,1,4,inner_fit
white,52,7,5,1,4,validation
white,53,6,4,1,4,inner_fit
white,54,6,4,1,4,validation
white,55,6,4,1,4,inner_fit
white,56,6,4,1,4,inner_fit
white,57,6,4,1,4,test
white,58,6,4,1,4,inner_fit
white,59,6,4,1,4,inner_fit
white,60,6,4,1,4,validation
white,61,6,4,1,4,test
white,62,5,3,1,4,inner_fit
white,63,6,4,1,4,inner_fit
white,64,6,4,1,4,inner_fit
white,65,5,3,1,4,inner_fit
white,66,7,5,1,4,validation
white,67,5,3,1,4,inner_fit
white,68,8,6,1,4,test
white,69,5,3,1,4,inner_fit
white,70,6,4,1,4,inner_fit
white,71,5,3,1,4,inner_fit
white,72,5,3,1,4,inner_fit
white,73,6,4,1,4,inner_fit
white,74,8,6,1,4,inner_fit
white,75,5,3,1,4,inner_fit
white,76,7,5,1,4,inner_fit
white,77,7,5,1,4,test
white,78,5,3,1,4,inner_fit
white,79,5,3,1,4,inner_fit
white,80,6,4,1,4,inner_fit
white,81,6,4,1,4,test
white,82,5,3,1,4,inner_fit
white,83,6,4,1,4,inner_fit
white,84,5,3,1,4,inner_fit
white,85,6,4,1,4,inner_fit
white,86,6,4,1,4,inner_fit
white,87,6,4,1,4,validation
white,88,5,3,1,4,inner_fit
white,89,6,4,1,4,inner_fit
white,90,6,4,1,4,validation
white,91,5,3,1,4,inner_fit
white,92,7,5,1,4,inner_fit
white,93,7,5,1,4,validation
white,94,7,5,1,4,inner_fit
white,95,6,4,1,4,inner_fit
white,96,6,4,1,4,inner_fit
white,97,7,5,1,4,inner_fit
white,98,4,2,1,4,inner_fit
white,99,6,4,1,4,inner_fit
white,100,5,3,1,4,inner_fit
white,101,5,3,1,4,inner_fit
white,102,5,3,1,4,inner_fit
white,103,5,3,1,4,validation
white,104,5,3,1,4,inner_fit
white,105,6,4,1,4,test
white,106,5,3,1,4,inner_fit
white,107,6,4,1,4,test
white,108,6,4,1,4,inner_fit
white,109,5,3,1,4,test
white,110,6,4,1,4,validation
white,111,5,3,1,4,inner_fit
white,112,5,3,1,4,inner_fit
white,113,5,3,1,4,inner_fit
white,114,5,3,1,4,inner_fit
white,115,4,2,1,4,inner_fit
white,116,6,4,1,4,inner_fit
white,117,6,4,1,4,inner_fit
white,118,5,3,1,4,inner_fit
white,119,5,3,1,4,inner_fit
white,120,5,3,1,4,test
white,121,5,3,1,4,inner_fit
white,122,5,3,1,4,inner_fit
white,123,6,4,1,4,inner_fit
white,124,6,4,1,4,validation
white,125,6,4,1,4,validation
white,126,5,3,1,4,inner_fit
white,127,7,5,1,4,validation
white,128,7,5,1,4,test
white,129,6,4,1,4,inner_fit
white,130,5,3,1,4,test
white,131,7,5,1,4,inner_fit
white,132,5,3,1,4,inner_fit
white,133,5,3,1,4,test
white,134,5,3,1,4,inner_fit
white,135,5,3,1,4,test
white,136,6,4,1,4,test
white,137,5,3,1,4,test
white,138,7,5,1,4,inner_fit
white,139,6,4,1,4,test
white,140,5,3,1,4,inner_fit
white,141,5,3,1,4,inner_fit
white,142,6,4,1,4,test
white,143,6,4,1,4,inner_fit
white,144,6,4,1,4,validation
white,145,6,4,1,4,inner_fit
white,146,6,4,1,4,inner_fit
white,147,4,2,1,4,inner_fit
white,148,7,5,1,4,inner_fit
white,149,6,4,1,4,inner_fit
white,150,7,5,1,4,inner_fit
white,151,6,4,1,4,inner_fit
white,152,6,4,1,4,inner_fit
white,153,5,3,1,4,inner_fit
white,154,6,4,1,4,test
white,155,6,4,1,4,test
white,156,6,4,1,4,inner_fit
white,157,7,5,1,4,test
white,158,8,6,1,4,test
white,159,8,6,1,4,inner_fit
white,160,7,5,1,4,inner_fit
white,161,5,3,1,4,inner_fit
white,162,5,3,1,4,inner_fit
white,163,6,4,1,4,inner_fit
white,164,5,3,1,4,inner_fit
white,165,5,3,1,4,validation
white,166,6,4,1,4,inner_fit
white,167,7,5,1,4,inner_fit
white,168,5,3,1,4,validation
white,169,5,3,1,4,inner_fit
white,170,6,4,1,4,inner_fit
white,171,6,4,1,4,inner_fit
white,172,4,2,1,4,inner_fit
white,173,7,5,1,4,validation
white,174,5,3,1,4,validation
white,175,6,4,1,4,inner_fit
white,176,4,2,1,4,test
white,177,5,3,1,4,inner_fit
white,178,4,2,1,4,test
white,179,6,4,1,4,test
white,180,6,4,1,4,validation
white,181,5,3,1,4,validation
white,182,5,3,1,4,test
white,183,6,4,1,4,inner_fit
white,184,5,3,1,4,inner_fit
white,185,5,3,1,4,validation
white,186,6,4,1,4,test
white,187,5,3,1,4,test
white,188,8,6,1,4,validation
white,189,4,2,1,4,test
white,190,6,4,1,4,inner_fit
white,191,5,3,1,4,inner_fit
white,192,6,4,1,4,test
white,193,5,3,1,4,inner_fit
white,194,5,3,1,4,validation
white,195,6,4,1,4,test
white,196,5,3,1,4,inner_fit
white,197,5,3,1,4,validation
white,198,5,3,1,4,inner_fit
white,199,5,3,1,4,inner_fit
white,200,5,3,1,4,inner_fit
white,201,5,3,1,4,test
white,202,5,3,1,4,validation
white,203,6,4,1,4,validation
white,204,4,2,1,4,test
white,205,5,3,1,4,test
white,206,5,3,1,4,inner_fit
white,207,4,2,1,4,inner_fit
white,208,5,3,1,4,validation
white,209,6,4,1,4,inner_fit
white,210,5,3,1,4,validation
white,211,7,5,1,4,test
white,212,5,3,1,4,inner_fit
white,213,6,4,1,4,inner_fit
white,214,7,5,1,4,inner_fit
white,215,5,3,1,4,test
white,216,5,3,1,4,inner_fit
white,217,5,3,1,4,validation
white,218,5,3,1,4,inner_fit
white,219,5,3,1,4,validation
white,220,5,3,1,4,inner_fit
white,221,6,4,1,4,inner_fit
white,222,7,5,1,4,inner_fit
white,223,6,4,1,4,inner_fit
white,224,6,4,1,4,inner_fit
white,225,5,3,1,4,inner_fit
white,226,6,4,1,4,test
white,227,6,4,1,4,inner_fit
white,228,6,4,1,4,inner_fit
white,229,5,3,1,4,inner_fit
white,230,4,2,1,4,test
white,231,6,4,1,4,inner_fit
white,232,6,4,1,4,inner_fit
white,233,6,4,1,4,test
white,234,6,4,1,4,inner_fit
white,235,6,4,1,4,validation
white,236,6,4,1,4,inner_fit
white,237,6,4,1,4,inner_fit
white,238,7,5,1,4,inner_fit
white,239,6,4,1,4,inner_fit
white,240,5,3,1,4,test
white,241,5,3,1,4,inner_fit
white,242,7,5,1,4,test
white,243,6,4,1,4,test
white,244,5,3,1,4,inner_fit
white,245,6,4,1,4,inner_fit
white,246,7,5,1,4,inner_fit
white,247,7,5,1,4,validation
white,248,7,5,1,4,test
white,249,5,3,1,4,inner_fit
white,250,4,2,1,4,inner_fit
white,251,3,1,1,4,validation
white,252,5,3,1,4,inner_fit
white,253,3,1,1,4,inner_fit
white,254,6,4,1,4,inner_fit
white,255,8,6,1,4,inner_fit
white,256,7,5,1,4,validation
white,257,7,5,1,4,inner_fit
white,258,6,4,1,4,test
white,259,4,2,1,4,inner_fit
white,260,6,4,1,4,test
white,261,5,3,1,4,test
white,262,5,3,1,4,inner_fit
white,263,6,4,1,4,inner_fit
white,264,6,4,1,4,inner_fit
white,265,5,3,1,4,inner_fit
white,266,6,4,1,4,inner_fit
white,267,5,3,1,4,inner_fit
white,268,6,4,1,4,test
white,269,6,4,1,4,inner_fit
white,270,6,4,1,4,inner_fit
white,271,5,3,1,4,inner_fit
white,272,5,3,1,4,test
white,273,5,3,1,4,inner_fit
white,274,5,3,1,4,inner_fit
white,275,6,4,1,4,inner_fit
white,276,6,4,1,4,inner_fit
white,277,5,3,1,4,validation
white,278,4,2,1,4,inner_fit
white,279,7,5,1,4,inner_fit
white,280,8,6,1,4,inner_fit
white,281,8,6,1,4,inner_fit
white,282,4,2,1,4,validation
white,283,5,3,1,4,inner_fit
white,284,5,3,1,4,test
white,285,5,3,1,4,inner_fit
white,286,6,4,1,4,inner_fit
white,287,7,5,1,4,inner_fit
white,288,7,5,1,4,inner_fit
white,289,7,5,1,4,inner_fit
white,290,7,5,1,4,validation
white,291,6,4,1,4,inner_fit
white,292,5,3,1,4,inner_fit
white,293,7,5,1,4,inner_fit
white,294,3,1,1,4,inner_fit
white,295,6,4,1,4,inner_fit
white,296,5,3,1,4,inner_fit
white,297,7,5,1,4,inner_fit
white,298,6,4,1,4,inner_fit
white,299,6,4,1,4,inner_fit
white,300,6,4,1,4,inner_fit
white,301,6,4,1,4,validation
white,302,6,4,1,4,inner_fit
white,303,6,4,1,4,validation
white,304,6,4,1,4,inner_fit
white,305,6,4,1,4,inner_fit
white,306,5,3,1,4,validation
white,307,6,4,1,4,inner_fit
white,308,7,5,1,4,inner_fit
white,309,6,4,1,4,inner_fit
white,310,7,5,1,4,inner_fit
white,311,8,6,1,4,inner_fit
white,312,6,4,1,4,inner_fit
white,313,6,4,1,4,inner_fit
white,314,5,3,1,4,inner_fit
white,315,6,4,1,4,validation
white,316,6,4,1,4,inner_fit
white,317,5,3,1,4,inner_fit
white,318,7,5,1,4,inner_fit
white,319,6,4,1,4,test
white,320,7,5,1,4,inner_fit
white,321,5,3,1,4,inner_fit
white,322,6,4,1,4,validation
white,323,6,4,1,4,test
white,324,5,3,1,4,inner_fit
white,325,5,3,1,4,validation
white,326,6,4,1,4,inner_fit
white,327,6,4,1,4,test
white,328,6,4,1,4,validation
white,329,5,3,1,4,inner_fit
white,330,8,6,1,4,inner_fit
white,331,5,3,1,4,validation
white,332,6,4,1,4,test
white,333,5,3,1,4,inner_fit
white,334,5,3,1,4,inner_fit
white,335,6,4,1,4,inner_fit
white,336,6,4,1,4,validation
white,337,6,4,1,4,validation
white,338,5,3,1,4,validation
white,339,7,5,1,4,inner_fit
white,340,7,5,1,4,inner_fit
white,341,6,4,1,4,inner_fit
white,342,6,4,1,4,inner_fit
white,343,5,3,1,4,inner_fit
white,344,6,4,1,4,inner_fit
white,345,6,4,1,4,inner_fit
white,346,7,5,1,4,validation
white,347,6,4,1,4,inner_fit
white,348,6,4,1,4,validation
white,349,5,3,1,4,test
white,350,7,5,1,4,inner_fit
white,351,7,5,1,4,test
white,352,6,4,1,4,validation
white,353,7,5,1,4,inner_fit
white,354,6,4,1,4,test
white,355,6,4,1,4,inner_fit
white,356,6,4,1,4,inner_fit
white,357,6,4,1,4,validation
white,358,6,4,1,4,inner_fit
white,359,6,4,1,4,test
white,360,6,4,1,4,inner_fit
white,361,5,3,1,4,inner_fit
white,362,6,4,1,4,test
white,363,6,4,1,4,inner_fit
white,364,7,5,1,4,validation
white,365,7,5,1,4,test
white,366,6,4,1,4,test
white,367,6,4,1,4,validation
white,368,6,4,1,4,inner_fit
white,369,5,3,1,4,inner_fit
white,370,6,4,1,4,inner_fit
white,371,6,4,1,4,validation
white,372,5,3,1,4,inner_fit
white,373,6,4,1,4,test
white,374,7,5,1,4,validation
white,375,7,5,1,4,validation
white,376,7,5,1,4,inner_fit
white,377,7,5,1,4,inner_fit
white,378,6,4,1,4,inner_fit
white,379,7,5,1,4,test
white,380,7,5,1,4,test
white,381,6,4,1,4,inner_fit
white,382,6,4,1,4,inner_fit
white,383,6,4,1,4,inner_fit
white,384,7,5,1,4,test
white,385,7,5,1,4,inner_fit
white,386,7,5,1,4,inner_fit
white,387,5,3,1,4,inner_fit
white,388,6,4,1,4,test
white,389,7,5,1,4,test
white,390,7,5,1,4,test
white,391,5,3,1,4,inner_fit
white,392,6,4,1,4,test
white,393,6,4,1,4,validation
white,394,5,3,1,4,inner_fit
white,395,5,3,1,4,inner_fit
white,396,5,3,1,4,test
white,397,6,4,1,4,test
white,398,5,3,1,4,inner_fit
white,399,6,4,1,4,inner_fit
white,400,6,4,1,4,inner_fit
white,401,5,3,1,4,inner_fit
white,402,5,3,1,4,inner_fit
white,403,5,3,1,4,inner_fit
white,404,6,4,1,4,validation
white,405,5,3,1,4,inner_fit
white,406,7,5,1,4,test
white,407,5,3,1,4,validation
white,408,6,4,1,4,inner_fit
white,409,5,3,1,4,inner_fit
white,410,6,4,1,4,inner_fit
white,411,6,4,1,4,inner_fit
white,412,5,3,1,4,inner_fit
white,413,5,3,1,4,inner_fit
white,414,6,4,1,4,inner_fit
white,415,6,4,1,4,inner_fit
white,416,6,4,1,4,validation
white,417,5,3,1,4,test
white,418,6,4,1,4,validation
white,419,6,4,1,4,test
white,420,7,5,1,4,inner_fit
white,421,6,4,1,4,test
white,422,6,4,1,4,inner_fit
white,423,6,4,1,4,validation
white,424,7,5,1,4,inner_fit
white,425,6,4,1,4,inner_fit
white,426,6,4,1,4,inner_fit
white,427,5,3,1,4,validation
white,428,5,3,1,4,test
white,429,5,3,1,4,inner_fit
white,430,5,3,1,4,validation
white,431,5,3,1,4,validation
white,432,7,5,1,4,inner_fit
white,433,4,2,1,4,inner_fit
white,434,8,6,1,4,validation
white,435,7,5,1,4,inner_fit
white,436,5,3,1,4,inner_fit
white,437,8,6,1,4,inner_fit
white,438,7,5,1,4,test
white,439,5,3,1,4,test
white,440,7,5,1,4,test
white,441,6,4,1,4,inner_fit
white,442,8,6,1,4,inner_fit
white,443,6,4,1,4,test
white,444,6,4,1,4,inner_fit
white,445,3,1,1,4,test
white,446,5,3,1,4,inner_fit
white,447,6,4,1,4,test
white,448,6,4,1,4,validation
white,449,7,5,1,4,inner_fit
white,450,5,3,1,4,inner_fit
white,451,5,3,1,4,inner_fit
white,452,7,5,1,4,inner_fit
white,453,7,5,1,4,validation
white,454,7,5,1,4,inner_fit
white,455,6,4,1,4,inner_fit
white,456,7,5,1,4,test
white,457,5,3,1,4,test
white,458,6,4,1,4,inner_fit
white,459,5,3,1,4,inner_fit
white,460,5,3,1,4,validation
white,461,5,3,1,4,test
white,462,5,3,1,4,inner_fit
white,463,6,4,1,4,test
white,464,5,3,1,4,inner_fit
white,465,5,3,1,4,inner_fit
white,466,6,4,1,4,inner_fit
white,467,6,4,1,4,inner_fit
white,468,5,3,1,4,inner_fit
white,469,5,3,1,4,test
white,470,6,4,1,4,inner_fit
white,471,5,3,1,4,validation
white,472,6,4,1,4,test
white,473,7,5,1,4,test
white,474,6,4,1,4,test
white,475,5,3,1,4,inner_fit
white,476,7,5,1,4,inner_fit
white,477,6,4,1,4,inner_fit
white,478,6,4,1,4,inner_fit
white,479,6,4,1,4,inner_fit
white,480,5,3,1,4,inner_fit
white,481,6,4,1,4,inner_fit
white,482,5,3,1,4,inner_fit
white,483,5,3,1,4,validation
white,484,5,3,1,4,inner_fit
white,485,6,4,1,4,inner_fit
white,486,6,4,1,4,inner_fit
white,487,6,4,1,4,inner_fit
white,488,6,4,1,4,inner_fit
white,489,6,4,1,4,inner_fit
white,490,6,4,1,4,inner_fit
white,491,7,5,1,4,inner_fit
white,492,6,4,1,4,inner_fit
white,493,6,4,1,4,inner_fit
white,494,6,4,1,4,test
white,495,6,4,1,4,test
white,496,4,2,1,4,test
white,497,6,4,1,4,inner_fit
white,498,5,3,1,4,inner_fit
white,499,4,2,1,4,inner_fit
white,500,6,4,1,4,inner_fit
white,501,6,4,1,4,test
white,502,6,4,1,4,inner_fit
white,503,5,3,1,4,test
white,504,6,4,1,4,validation
white,505,6,4,1,4,validation
white,506,5,3,1,4,inner_fit
white,507,7,5,1,4,inner_fit
white,508,6,4,1,4,inner_fit
white,509,7,5,1,4,inner_fit
white,510,6,4,1,4,inner_fit
white,511,6,4,1,4,validation
white,512,6,4,1,4,validation
white,513,6,4,1,4,validation
white,514,7,5,1,4,test
white,515,6,4,1,4,test
white,516,5,3,1,4,validation
white,517,6,4,1,4,test
white,518,6,4,1,4,inner_fit
white,519,5,3,1,4,validation
white,520,5,3,1,4,validation
white,521,5,3,1,4,test
white,522,6,4,1,4,inner_fit
white,523,6,4,1,4,inner_fit
white,524,5,3,1,4,test
white,525,6,4,1,4,inner_fit
white,526,4,2,1,4,inner_fit
white,527,6,4,1,4,inner_fit
white,528,6,4,1,4,inner_fit
white,529,6,4,1,4,test
white,530,6,4,1,4,inner_fit
white,531,5,3,1,4,inner_fit
white,532,6,4,1,4,inner_fit
white,533,6,4,1,4,inner_fit
white,534,6,4,1,4,test
white,535,5,3,1,4,validation
white,536,5,3,1,4,inner_fit
white,537,6,4,1,4,validation
white,538,5,3,1,4,validation
white,539,6,4,1,4,test
white,540,4,2,1,4,inner_fit
white,541,5,3,1,4,inner_fit
white,542,6,4,1,4,inner_fit
white,543,6,4,1,4,inner_fit
white,544,6,4,1,4,validation
white,545,6,4,1,4,inner_fit
white,546,6,4,1,4,test
white,547,6,4,1,4,validation
white,548,7,5,1,4,inner_fit
white,549,5,3,1,4,inner_fit
white,550,7,5,1,4,inner_fit
white,551,7,5,1,4,inner_fit
white,552,7,5,1,4,inner_fit
white,553,7,5,1,4,inner_fit
white,554,7,5,1,4,test
white,555,7,5,1,4,inner_fit
white,556,5,3,1,4,validation
white,557,6,4,1,4,inner_fit
white,558,5,3,1,4,test
white,559,6,4,1,4,inner_fit
white,560,7,5,1,4,inner_fit
white,561,5,3,1,4,inner_fit
white,562,6,4,1,4,inner_fit
white,563,7,5,1,4,test
white,564,5,3,1,4,inner_fit
white,565,6,4,1,4,inner_fit
white,566,6,4,1,4,validation
white,567,5,3,1,4,inner_fit
white,568,6,4,1,4,inner_fit
white,569,6,4,1,4,validation
white,570,5,3,1,4,test
white,571,7,5,1,4,inner_fit
white,572,5,3,1,4,inner_fit
white,573,7,5,1,4,inner_fit
white,574,7,5,1,4,inner_fit
